X,Y,OBJECTID,COD_SIG,IDTIPO,COD_SIG_EDIF,NOME,MORADA,TIPO_UNIDADE,TELEFONE,EMAIL,CODPOSTAL,FONTE,MORADA_RMOG,GlobalID
-9.149727186513,38.7245418512456,18,1401001001001001,999,1401001001001,1ª Esquadra de Segurança a Transportes Públicos,"Praça do Marquês de Pombal Estação de Metro (Marquês Pombal), -1",Segurança aos Transportes Públicos,213521040,-,1250-161,PSP,"Praça do Marquês de Pombal Estação de Metro (Marquês Pombal), -1",23e7c6ac-6d77-459e-9253-1d912389099c
-9.1407819371869,38.7142342469276,19,3100403046001001,999,3100403046001,Esquadra de Investigação Criminal,"Estação CP Rossio, Edifício do Chefe da Estação",Esquadra de Investigação Criminal,213215743,-,1200-147,PSP,Rua Primeiro de Dezembro 109,6f53972a-6125-40df-a719-8be4f6db8967
-9.19205784906293,38.733495759993,20,0805507008001001,999,0805507008001,Tribunal de Monsanto - Esquadra Especial,Estrada do Forte (Monsanto) Tribunal,Esquadra de Polícia,217654242,-,1500-624,PSP,"Estrada do Forte (Monsanto) Tribunal, R/C",092beccb-9625-4777-8113-1bc85f8df667
-9.13595240198001,38.717907075852,21,3100303072001001,999,3100303072001,1ª Esquadra de Investigação Criminal e Esquadra de Intervenção e Fiscalização Policial,"Rua da Palma, 169",Esquadra de Investigação Criminal,213513600,-,1100-391,PSP,"Rua da Palma 169, R/C",6cff5ab3-0ce9-4aba-98d5-f4f05ddc4e44
-9.09915575953394,38.7676081725258,22,3308508001001002,999,3308508001001,4º Esquadra de Segurança a Transportes Públicos,"Avenida Dom João II, Estação do Oriente Lt. 01.07.15, Gare do Oriente",Segurança aos Transportes Públicos,218946046,-,1990-233,PSP,Praça do Oriente 1.15.01 (Gare do Oriente),c9b9e60c-8b23-4025-a5eb-4205100fae9b
-9.19205784906293,38.733495759993,23,0805507008001001,999,0805507008001,Campos de Justiça - Esquadra Especial,"Avenida Dom João II, Parque das Nações - Piso C1",Esquadra de Segurança,218364090,-,1990-097,PSP,"Estrada do Forte (Monsanto) Tribunal, R/C",856b8779-1135-4ba7-a298-41b611226aa6
-9.13114492670155,38.7298944178125,24,2500401115001001,999,2500401115001,Direção Nacional da PSP - Comando,"Largo da Penha de França, 1",Comando,218111000,contacto@psp.pt,1170-298,PSP,Largo da Penha de França 1,422aa07b-9325-4952-9294-ae36665ac135
-9.13114492670155,38.7298944178125,25,2500401115001001,999,2500401115001,Direção Nacional da PSP - Relações Públicas,"Largo da Penha de França, 1",Departamento,218111000/218111049,contacto@psp.pt,1170-298,PSP,Largo da Penha de França 1,d7af1165-3a64-433f-8806-99c976c743e3
-9.13114492670155,38.7298944178125,26,2500401115001001,999,2500401115001,Direção Nacional da PSP - Recursos Humanos,"Largo da Penha de França, 1",Departamento,218111000,contacto@psp.pt,1170-298,PSP,Largo da Penha de França 1,154cd1c5-5f4b-4a74-9b25-2dd10cab8722
-9.15482341266314,38.7231481717135,27,4601102019001001,999,4601102019001,Direção Nacional da PSP - Departamento de Armas e Explosivos,"Travessa da Fábrica dos Pentes 22, 1º",Departamento,213703900,depaex@psp.pt,1269-003,PSP,"Travessa da Fábrica dos Pentes 22, 1º",6ac09ec2-9b9b-42d7-b070-506c5076640c
-9.17816025584745,38.7044321806288,28,0202507011001003,999,0202507011001,Instituto Superior de Ciências Policiais e Segurança Interna,Rua  Primeiro de Maio a Alcântara  3 R/C,Estabelecimento de Ensino,213613900,iscpsi@psp.pt,1349-040,PSP,"Rua Primeiro de Maio a Alcântara 3, R/C",0f304a2b-ba04-43fd-9ff1-a68a153627e7
-9.17816025584745,38.7044321806288,29,0202507011001003,999,0202507011001,Carreira de Tiro da Escola Superior de Polícia,Rua Primeiro de Maio a Alcântara  3 R/C,Carreira de Tiro,213613900,-,1349-040,PSP,"Rua Primeiro de Maio a Alcântara 3, R/C",465aede2-f17a-4935-af99-419b47b08ccb
-9.20030345451315,38.6999987799583,30,3202701096001001,999,3202701096001,Corpo de Intervenção,"Calçada da Ajuda, 23",Unidade Especial,213647155/219802020,ci@psp.pt,1300-006,PSP,"Calçada da Ajuda Quartel, R/C",97327f4c-e715-45d4-b63f-70335b11cf3f
-9.11774383144527,38.7643109432838,31,3309402006001015,999,3309402006001,Secção de Achados,"Praça Cidade de Salazar Lote 180, R/C",Vários,218535403,-,1800-125,PSP,"Praça Cidade de Salazar Lote 180, R/C",acc580b2-4b07-44f1-bb7a-e2150c83572c
-9.14217296403132,38.7155597389024,32,3100403047001001,999,3100403047001,Esquadra de Turismo,Praça dos Restauradores - Palácio Foz,Esquadra de Turismo,213421623/213400090,lsbetur@psp.pt,1250-187,PSP,Praça dos Restauradores 25,e9d9f467-ad2e-4376-9b65-041d2cab364f
-9.13761894571534,38.7181330166478,33,2400701054001003,999,2400701054001,Posto de Polícia,"Rua José António Serrano Bloco Central, R/C",Posto de Polícia,218841000,-,1150-199,PSP,"Rua José António Serrano Bloco Central, R/C",31eed1d6-2ada-4f12-8aa2-ed9247a72c6d
-9.16060656613799,38.7482901838872,34,0902012074001004,999,0902012074001,Posto de Polícia,Avenida  Professor Egas Moniz  Hospital de Santa Maria,Posto de Polícia,217805000,-,1649-035,PSP,Avenida Professor Egas Moniz Hospital de Santa Maria,1418110c-369d-4427-9b6c-252646d83bdf
-9.21777051608651,38.7077872903382,35,4001307014001003,999,4001307014001,Posto de Polícia,"Estrada do Forte do Alto do Duque Hospital S Francisco de Xavier, R/C",Posto de Polícia,213619609,-,1449-005,PSP,"Estrada do Forte do Alto do Duque Hospital S Francisco de Xavier, R/C",4cedbede-7270-44de-b448-f874884bf12c
-9.17760661425639,38.7658812448225,36,1103106201001001,999,1103106201001,Parque de Viaturas Rebocadas,"Azinhaga Torre do Fato, s/n",Vários,217157497,-,1600-298,PSP,"Azinhaga da Torre do Fato PSP, R/C",cecb1e48-aac0-4809-8e26-dcbec0baedf0
-9.21213304689284,38.7101954865376,37,4001302016001001,999,4001302016001,Parque de Viaturas Rebocadas,"Rua Gregório Lopes, PSP",Vários,213016864,restelodt.lisboa@psp.pt,1400-195,PSP,"Rua Gregório Lopes PSP, R/C",66a7316b-6a92-4c36-bca4-08da8dc8401b
-9.1629513181499,38.7362048181972,38,1003110023001001,999,1003110023001,Polícia Municipal,"Rua Cardeal Saraiva, R/C",Vários,Linha Azul-808202036,pm@cm-lisboa.pt,1070-045,PSP,"Rua Cardeal Saraiva (antiga Rua A à Avenida José Malhoa) Polícia Municipal, R/C",8ed539f3-3a95-48dc-9743-ebaf7dc6ed20
-9.14506570543451,38.7133560944412,39,1500809001001006,999,1500809001001,3ª Esquadra,"Rua da Atalaia 138-144, R/C, Rua de O Século  4, R/C",Esquadra de Polícia,213403410,-,1200-033,PSP,"Rua da Atalaia 140, R/C",4ecd8899-c29d-491a-9c03-066dec96a9aa
-9.13595240198001,38.717907075852,40,3100303072001001,999,3100303072001,4ª Esquadra,"Rua da Palma, 169",Esquadra de Polícia,213513642,-,1100-391,PSP,"Rua da Palma 169, R/C",cdb8f206-5022-4adf-8453-5ca0e8593ba0
-9.155791054531,38.7204291860293,41,3000301014001001,999,3000301014001,22ª Esquadra LX,"Largo do Rato, 1",Esquadra de Polícia,213858870,-,1250-185,PSP,Largo do Rato 1,07157415-6641-46e2-9381-d5490eec73e9
-9.12021542018539,38.7642264377459,42,3309801006001002,999,3309801006001,2ª Divisão Policial LX,"Rua Cidade de Nampula (antiga Rua B2 de Olivais Sul) 12, R/C",Divisão de Policia,218547200,2div.lisboa@psp.pt,1800-105,PSP,"Rua Cidade de Nampula (antiga Rua B2 de Olivais Sul) 12, R/C",f1cadd58-e840-41c9-8d4c-3a905cedd06e
-9.12022680004342,38.7642173340939,43,3309801006001001,999,3309801006001,2ª Esquadra de Investigação Criminal,"Praceta A à Avenida Cidade de Lourenço Marques PSP, Cave-Loja 1",Esquadra de Investigação Criminal,218547215,2eic.lisboa@psp.pt,1800-093,PSP,"Praceta A à Avenida Cidade de Lourenço Marques PSP, Cave-Loja 1",687610f8-2cee-4410-9ed7-002c72a53ff8
-9.12022680004342,38.7642173340939,44,3309801006001001,999,3309801006001,Esquadra de Intervenção e Fiscalização Policial,"Avenida Cidade Lourenço Marques, Praceta A",Esquadra de Intervenção e Fiscalização Polícial,218547214,-,1800-093,PSP,"Praceta A à Avenida Cidade de Lourenço Marques PSP, Cave-Loja 1",c5803ce8-ff95-4650-b453-bf56922d80a5
-9.11440603680255,38.7534187810714,45,2106102007001001,999,2106102007001,14ª Esquadra LX,Rua Luiz Pacheco Lote 105,Esquadra de Polícia,218374060,-,1950-244,PSP,Rua Luiz Pacheco Lote 105,7006aef1-06e6-4e7f-8d5a-0243a3a581fd
-9.1122857450341,38.7472341205728,46,2103201016001033,999,2103201016001,16ª Esquadra LX,"Avenida João Paulo II Lote 526, R/C",Esquadra de Polícia,218380821,-,1950-159,PSP,"Avenida João Paulo II Lote 526, R/C-A - Loja",9122555f-eea4-40a5-8494-8bf5ae1c39cc
-9.12022680004342,38.7642173340939,47,3309801006001001,999,3309801006001,34ª Esquadra,"Praceta A à Avenida Cidade de Lourenço Marques PSP, Cave-Loja 1",Esquadra de Polícia,218547210,-,1800-093,PSP,"Praceta A à Avenida Cidade de Lourenço Marques PSP, Cave-Loja 1",2523dd90-c825-4ded-b7ca-882ff5fa5fe3
-9.09506779796712,38.7821696681472,48,5402105007001001,999,5402105007001,40ª Esquadra,"Rua Ilha dos Amores, Lote 43901-J, Parque das Nações",Esquadra de Polícia,218955810,-,1990-371,PSP,"Rua da Ilha dos Amores 57B, R/C-Loja 6",17df507f-060b-4f4e-94e1-a3ce258fc690
-9.19919855006987,38.7456591208985,49,0807204002001002,999,0807204002001,3ª Divisão Policial LX,"Rua André de Resende, R/C",Divisão de Policia,217108200,3div.lisboa@psp.pt,1500-040,PSP,Rua André de Resende 1,f5b848e4-f26c-4ee7-a72d-25415786d105
-9.20066840947038,38.6980867724479,50,3202701025001001,999,3202701025001,Esquadra de Segurança,"Palácio de Belém, s/n",Segurança a instalações,213637110,-,1349-022,PSP,"Praça Afonso de Albuquerque Palácio de Belém, R/C",e689449b-3558-4a07-8c23-d668e3e8eaac
-9.15361795619686,38.7124690368087,51,1702901080001005,999,1702901080001,Esquadra de Segurança,"Praça de São Bento, s/n",Segurança a instalações,213917337,-,1249-068,PSP,"Calçada da Estrela 28, R/C",83b0a362-40f2-45b5-95fb-b516fb42059e
-9.16643624425972,38.7132117620055,52,3503002017001002,999,3503002017001,Esquadra de Segurança,"Rua Professor Gomes Teixeira 2, R/C",Segurança a instalações,213927781/213927782,-,1350-265,PSP,"Rua Professor Gomes Teixeira 2, R/C",538b4038-d772-4c9a-b6ff-3421fa0c66f5
-9.15590121942587,38.7125864809374,53,1702901080003001,999,1702901080003,Esquadra de Segurança,"Rua da Imprensa à Estrela, 4",Segurança a instalações,213923500,-,1200-888,PSP,Rua da Imprensa à Estrela 2 (Casa da Guarda),da178738-ec01-4f76-9e4c-5d88537f6c94
-9.14301844580031,38.7374605903366,54,2304905003001001,999,2304905003001,Esquadra de Segurança,"Avenida João Crisóstomo Casa da Moeda, R/C",Segurança a instalações,217810832,-,1500-624,PSP,"Avenida de António José de Almeida Casa da Moeda, R/C",1c211e62-e97f-4284-9766-c5474cba9407
-9.16925483063454,38.7030951156314,55,2602406008001001,999,2602406008001,1º Esquadra de Segurança a Instalações Diplomáticas,"Rua Cintura do Porto de Lisboa, Edifício P.S.P.",Segurança a instalações,213943680,-,1399-014,PSP,"Avenida de Brasília PSP (Div Investigação Criminal), R/C",1974fa7a-866a-4b97-91bc-073e213221cf
-9.16925483063454,38.7030951156314,56,2602406008001001,999,2602406008001,2ª Esquadra de Segurança a Instalações Diplomáticas,"Rua Cintura do Porto de Lisboa, Edifício P.S.P.",Segurança a instalações,213943680,-,1399-014,PSP,"Avenida de Brasília PSP (Div Investigação Criminal), R/C",d31aa6ec-0632-4813-a4ba-782141bacfbb
-9.19919855006987,38.7456591208985,57,0807204002001002,999,0807204002001,Esquadra de Intervenção e Fiscalização Policial,"Rua André de Resende, 1",Esquadra de Intervenção e Fiscalização Polícial,217108200,-,1500-040,PSP,Rua André de Resende 1,b9476f43-fcda-49d1-b815-08ec7741e1f3
-9.14671224548507,38.74963864544,58,0901204019001002,999,0901204019001,18ª Esquadra LX,"Rua Afonso Lopes Vieira 2A, R/C",Esquadra de Polícia,217900020,-,1700-093,PSP,"Rua Afonso Lopes Vieira 2A, R/C",9b749e56-152a-4fbc-afbd-de4ad4db45c6
-9.16485600257207,38.7626489733286,59,1807305002001001,999,1807305002001,19ª Esquadra LX,"Rua Professor Luís Reis dos Santos, Lote H - 4 R/C",Esquadra de Polícia,217595604,-,1600-641,PSP,"Rua Prof. Luís Reis Santos 4, R/C",ba8665c8-2021-4704-82af-40b5ee565db0
-9.1991871836866,38.7456682325228,60,0807204002001001,999,0807204002001,20ª Esquadra LX,Rua André de Resende 1,Esquadra de Polícia,217108220,-,1500-040,PSP,Rua André de Resende 1,eafce868-1880-48dd-8da0-e7c319e31b18
-9.15872290678502,38.733058792162,61,1003201169002001,999,1003201169002,21ª Esquadra LX,"Rua Marquês de Fronteira Tribunal da Policia, R/C, Palácio da Justiça",Esquadra de Polícia,213858817,-,1098-001,PSP,"Rua Marquês de Fronteira Tribunal da Policia, R/C",806684e8-bc7b-4903-a3f9-36a5d56fb1a0
-9.18141653825961,38.7664784285648,62,1103202003001010,999,1103202003001,32ª Esquadra,"Rua Alfredo Ferraz (antigo Impasse B1 do Bairro da Horta Nova) 12, R/C-Loja",Esquadra de Polícia,217164339,-,1600-003,PSP,"Rua Alfredo Ferraz (antigo Impasse B1 do Bairro da Horta Nova) 12, R/C-Loja",22f2355a-0097-4ec6-94b6-0cf157ad5b3d
-9.19292640675497,38.7695045987051,63,1102101023001014,999,1102101023001,36ª Esquadra,"Rua Prof. Miller Guerra (antigo Impasse A do Bairro Padre Cruz) Lote 44, Loja-36",Esquadra de Polícia,217164314,-,1600-647,PSP,"Rua Prof. Miller Guerra (antigo Impasse A do Bairro Padre Cruz) Lote 44, Loja-36",b79898a9-efd3-4b60-af1b-2316d1940489
-9.17158472810488,38.7339897947789,64,1003501019001001,999,1003501019001,37ª Esquadra,"Rua Miguel Ângelo de Blasco 25, R/C",Esquadra de Polícia,213858346,-,1070-181,PSP,"Rua Miguel Ângelo de Blasco 25, R/C",0d59e677-bbe3-40ba-a25f-805e607bf430
-9.15312348304029,38.7778905027595,65,1301801004001036,999,1301801004001,41ª Esquadra,"Rua Maria José da Guia, 14 B - Bairro da Cruz Vermelha",Esquadra de Polícia,217595570,-,1750-358,PSP,"Rua Maria José da Guia (antiga Rua entre R Pedro Queirós e R Maria Carlota) 14B, R/C-Loja",67293327-517c-4248-9928-48614f801fbd
-9.19211020108107,38.7591491968967,66,1102401036001001,999,1102401036001,42ª Esquadra,"Rua Manuela Porto, 14 - A",Esquadra de Polícia,217144989,-,1500-422,PSP,"Rua Manuela Porto 14C, R/C-Esq",715dd9d9-41d4-44a2-8683-c1810fe27344
-9.20618215010669,38.7332905012436,67,0807502011001001,999,0807502011001,43ª Esquadra LX,"Rua do Azevinho (Rua B) Quarteirão Central B - Bloco C, R/C-Loja 27, Bairro da Bela Vista",Esquadra de Polícia,217606073,-,1500-536,PSP,"Rua do Azevinho (Rua B) Quarteirão Central B - Bloco C, R/C-Loja 27",b05d0d1e-5262-41f5-a7a6-decdb4042324
-9.18747297002367,38.7551351318255,68,1101112002001552,999,1101112002001,Posto de Polícia,"Rua Albert Einstein (antiga R Norte - C.C.Colombo) CC Colombo, R/C",Posto de Polícia,217113501,-,1500-676,PSP,"Rua Albert Einstein (antiga R Norte - C.C.Colombo) CC Colombo, R/C",429851a3-2c44-46ff-8c18-00013eee0d96
-9.17764037384308,38.7041788121349,69,0202507011001002,999,0202507011001,4ª Divisão Policial,"Largo do Calvário 6, 1º",Divisão de Policia,213619600,4div.lisboa@psp.pt,1300-113,PSP,"Largo do Calvário 6, 1º",5632e950-7d6e-424c-ba91-12080cab5121
-9.1775980802612,38.7043839182633,70,0202507011001001,999,0202507011001,4ª Esquadra de Investigação Criminal,Largo do Calvário 6,Esquadra de Investigação Criminal,213619600,4eic.lisboa@psp.pt,1300-113,PSP,"Largo do Calvário 6, R/C",5b84f376-eb7f-4e6b-adc2-5192b88db88a
-9.1775980802612,38.7043839182633,71,0202507011001001,999,0202507011001,Esquadra de Intervenção e Fiscalização Policial,Largo do Calvário 6,Esquadra de Intervenção e Fiscalização Polícial,213619600,-,1300-113,PSP,"Largo do Calvário 6, R/C",f7d79beb-a12f-4ded-8a58-90e897ab830a
-9.16791950832087,38.7152052547393,72,3502903050001002,999,3502903050001,24ª Esquadra LX,"Rua Azedo Gneco 84, R/C",Esquadra de Polícia,213619624,-,1350-039,PSP,"Rua Azedo Gneco 84, R/C",472c4aa3-664f-4834-84e6-8089297ecfca
-9.20167794696646,38.6973769798691,73,3202701015001002,999,3202701015001,26ª Esquadra LX,"Praça Afonso de Albuquerque PSP, R/C",Esquadra de Polícia,213619626,-,1300-004,PSP,"Praça Afonso de Albuquerque PSP, R/C",9bf7f66e-b4ea-45fb-9db8-71ee6657a3fe
-9.1775980802612,38.7043839182633,74,0202507011001001,999,0202507011001,28ª Esquadra LX,"Largo do Calvário 6, R/C",Esquadra de Polícia,213619628,-,1300-113,PSP,"Largo do Calvário 6, R/C",c27836f0-9a03-4ef6-bb01-f1f68ec07e46
-9.15495520899006,38.7120823712424,75,1702903013001007,999,1702903013001,30ª Esquadra,"Rua Miguel Lupi 6, R/C",Esquadra de Polícia,213619630,-,1200-725,PSP,"Rua Miguel Lupi 6, R/C",acf2fa72-55ee-45a5-be28-c9866939fe7a
-9.12744850213954,38.727660166353,76,2502103010001002,999,2502103010001,5ª Divisão Policial,"Avenida Coronel Eduardo Galhardo - Edifício da P.S.P., R/C",Divisão de Policia,218113200,5div.lisboa@psp.pt,1170-105,PSP,"Avenida Coronel Eduardo Galhardo PSP, R/C",ff43c3d1-f825-45e1-8452-5b0f0e1dde1e
-9.12744850213954,38.727660166353,77,2502103010001002,999,2502103010001,5ª Esquadra de Investigação Criminal,"Avenida Coronel Eduardo Galhardo - Edifício da P.S.P., R/C",Esquadra de Investigação Criminal,218113262,5eic.lisboa@psp.pt,1170-105,PSP,"Avenida Coronel Eduardo Galhardo PSP, R/C",9d5cbbe9-e35e-4cee-974e-d1bfbcc8e1b1
-9.12744850213954,38.727660166353,78,2502103010001002,999,2502103010001,Esquadra de Intervenção e Fiscalização Policial,"Avenida Coronel Eduardo Galhardo - Edifício da P.S.P., R/C",Esquadra de Intervenção e Fiscalização Polícial,218113200,-,1170-105,PSP,"Avenida Coronel Eduardo Galhardo PSP, R/C",8f6ce19b-ce09-4a93-bb71-f3f49d306b98
-9.13636142828508,38.7317713074842,79,4401803051001001,999,4401803051001,10ª Esquadra Lx,"Rua de Arroios, 164 - A",Esquadra de Polícia,213163670,-,1000-061,PSP,Rua de Arroios 164A,232ca524-2506-4bb9-a0ec-de14c3f136b0
-9.12743712856972,38.7276692711633,80,2502103010001001,999,2502103010001,11ª Esquadra LX,"Avenida Coronel Eduardo Galhardo - Edifício da P.S.P., R/C",Esquadra de Polícia,218113214,-,1170-105,PSP,Avenida Coronel Eduardo Galhardo PSP,b8e667a5-db9a-4fbb-802b-21e7277e79f1
-9.12581601982485,38.7394335996503,81,0302704024001011,999,0302704024001,12ª Esquadra LX,"Rua Américo Durão, 3, A-B",Esquadra de Polícia,218414250,-,1900-063,PSP,"Rua Américo Durão (antiga Rua 1 do Empreendime. da Encosta das Olaias) 3, R/C-Loja A",0e7eb59e-5882-4272-ae11-48ee90e7a812
-9.12505934460651,38.7129304288543,82,3600903001001001,999,3600903001001,Esquadra de Turismo,Largo do Museu de Artilharia,Esquadra de Polícia,218804030,lsbetur@psp.pt,-,PSP,Largo do Museu de Artilharia S/N,6cf6e716-b273-421c-9b00-dc78738ed5a7
-9.14975051845588,38.7671064129344,83,1806119002001001,999,1806119002001,Divisão de Transito,"Avenida Maria Helena Vieira da Silva, 48",Divisão de Trânsito,217501200,dt.lisboa@psp.pt,1750-184,PSP,"Avenida Maria Helena Vieira da Silva 48, R/C",7be0a792-044b-40e7-893e-190837a11912
-9.14975051845588,38.7671064129344,84,1806119002001001,999,1806119002001,Esquadra de Intervenção e Fiscalização,"Avenida Maria Helena Vieira da Silva, 48",Esquadra de Trânsito,217501249,eftecnicadt.lisboa@psp.pt,1750-184,PSP,"Avenida Maria Helena Vieira da Silva 48, R/C",cb85330e-08ce-4a72-bfcf-20699ad10707
-9.14975051845588,38.7671064129344,85,1806119002001001,999,1806119002001,Esquadra Moto,"Avenida Maria Helena Vieira da Silva, 48",Esquadra de Trânsito,217501247,esqmotodt.lisboa@psp.pt,1750-184,PSP,"Avenida Maria Helena Vieira da Silva 48, R/C",46240065-fe40-46ed-afd9-9e0f96f7e9c6
-9.14975051845588,38.7671064129344,86,1806119002001001,999,1806119002001,Brigada de Prevenção Criminal,"Avenida Maria Helena Vieira da Silva, 48",Esquadra de Investigação Criminal,217501278,-,1750-184,PSP,"Avenida Maria Helena Vieira da Silva 48, R/C",8ea1c530-bdbe-4429-adfe-be5e0b6e6f66
-9.14975051845588,38.7671064129344,87,1806119002001001,999,1806119002001,Esquadra de Sinistralidade Rodoviária,"Avenida Maria Helena Vieira da Silva, 48",Esquadra de Trânsito,217501245,-,1750-184,PSP,"Avenida Maria Helena Vieira da Silva 48, R/C",7c3b4d14-db3d-4662-9061-d455c47d6d2b
-9.09579934012043,38.773102300847,88,3307711014001022,999,3307711014001,1ª Esquadra de Transito,"Avenida Dom João II, Parque das Nações - Piso C1",Esquadra de Trânsito,218364090,-,1990-097,PSP,"Avenida D. João II 1.08.01.C, 1º",b948bab4-c192-48fa-a62a-2f0700307ab4
-9.14975051845588,38.7671064129344,89,1806119002001001,999,1806119002001,2ª Esquadra de Transito,"Avenida Maria Helena Vieira da Silva, 48",Esquadra de Trânsito,217501242,-,1750-184,PSP,"Avenida Maria Helena Vieira da Silva 48, R/C",fe455d46-ccaa-4145-8c2e-a575426b754d
