X,Y,OBJECTID,COD_SIG,IDTIPO,INF_NOME,INF_MORADA,INF_TELEFONE,INF_FAX,INF_EMAIL,INF_SITE,INF_DESCRICAO,INF_FONTE,INF_MUNICIPAL,GlobalID
-9.19644257806703,38.6959493696824,11,3202810100,5,"Jardim Central Tejo - MAAT - Museu de Arte, Arquitetura e Tecnologia",Avenida de Brasília,,,,,"Este Jardim serve de enquadramento ao edifício da Central Tejo, uma central termoelétrica, propriedade das Companhias Reunidas de Gás e Eletricidade, que abasteceu de eletricidade, toda a cidade e região de Lisboa. 

Área: 0,7 ha
Equipamentos: Aparelhos de fitness
Horário: 24 horas",-,1,8301b39a-d8a7-4208-bdd7-0200bb7f23c1
-9.20765774165701,38.7067207075232,12,400620,5,Jardim Pulido Garcia,Jardim Pulido Garcia,,,,,"Pequeno jardim situado na Avenida Ilha da Madeira, em São Francisco Xavier. A CML prestou homenagem a José Pulido Garcia, engenheiro agrónomo e silvicultor, funcionário desta autarquia, atribuindo o seu nome a um jardim da Cidade.

Área: 0,6 ha
Horário: 24 horas
",-,1,d3bdd919-5618-4a1d-ad8d-0773604d6c10
-9.16727400321223,38.7602271197023,13,184260,5,Jardim Prof. António de Sousa Franco - Jardim da Urbanização da Aldeia de Telheiras,Jardim Prof. António de Sousa Franco,,,,,"Inaugurado em 2008, este jardim cujo nome representa uma pequena homenagem ao professor de direito, estadista e jurisconsulto, situa-se junto ao metro de Telheiras.

Horário: 24 horas",-,1,2c4f907f-2142-4c4d-8eb4-f7c7392e0994
-9.13832332730601,38.7412187293509,14,430050,5,Jardim Irmã Lúcia,Praça de Londres,,,,,"Espaço verde situado em frente à Igreja São João de Deus.

Área: 5,5 ha
Equipamentos: Estatuária; Parque infantil
Horário: 24 horas",-,1,4577c435-3eca-437e-b6ad-405b8172e2d8
-9.20595343544209,38.7091870244834,15,4001804100,5,Parque Recreativo dos Moinhos de Santana,"Rua Tristão Vaz

",,,,,"134.	Parque Recreativo dos Moinhos de Santana
Parque que se distingue pela presença de dois antigos moinhos com uma vista deslumbrante sobre a cidade e o Tejo, destinado ao recreio e estadia. Com amplos relvados, inúmeras árvores e arbustos e a presença constante do elemento água - lago e cascata. Dispõe de um conjunto de equipamentos lúdicos e desportivos destinados a várias faixas etárias da população. 

Área: 5ha
Equipamentos: Restaurante; Parque de merendas; Parque infantil; Ringue de patinagem; Circuito de manutenção; Parque de merendas; Restaurante; Coreto; Sanitários
Horário: 
Outubro - Março das 09h00 às 18h00
Abril - Setembro das 09h00 às 20h00",-,1,716c6f0e-01d2-4e51-ba68-6683ee42ae07
-9.15364338211267,38.7137070466353,16,170070,5,Praça de São Bento,Praça de São Bento,,,,,"Pequeno espaço, situado em frente ao novo edifício da Assembleia da República, onde se pode ver a estátua de José Estevão de Magalhães, notável político e orador parlamentar português, da autoria do escultor Vítor Bastos, pertencente às coleções da Assembleia da República.

Área: 0,3 ha
Equipamentos: Estatuária
Horário: 24 horas",-,1,84a958e5-e191-4018-b532-8ab2868f6b55
-9.13278968898616,38.7191538766098,17,160020,5,Miradouro da Senhora do Monte,Largo do Monte,,,,,"Junto à Capela da Senhora do Monte, este balcão privilegiado sobre a cidade, oferece uma ampla e rica panorâmica de Lisboa: o Castelo de São Jorge, o Rio Tejo, a Baixa, a colina de São Roque com as ruínas do Convento Carmo, as zonas antigas e intimistas da Colina do Castelo e da Mouraria, a Lisboa das avenidas largas e dos edifícios de construção mais recente para Norte, os principais jardins, entre outras vistas. O espaço do miradouro é pontuado por exemplares como o cipreste, a oliveira e o pinheiro-manso, que proporcionam belas sombras.
",-,1,7ee41c05-2c6e-4f80-9834-cedf2a05ad25
-9.13210410015123,38.7498370468302,18,420090,5,Miradouro Eduardo Noronha,Rua Francisco Lourenço da Fonseca,,,,,"Pequeno miradouro assim nomeado em homenagem ao escritor e jornalista, Eduardo Noronha (1859-1948).

Área: 0,1 ha
Horário: 24 horas",-,1,24af65fa-0ff1-465c-9d83-7af15f5f8833
-9.12157237213447,38.7545352023164,19,212890,5,Parque Urbano do Vale de Chelas,"Avenida do Santo Condestável
",,,,,"O Parque Urbano do Vale de Chelas, nas Freguesias de Marvila e Areeiro, nasceu da necessidade de requalificar e dotar esta área com condições para a prática da agricultura urbana, atividade há muito desenvolvida neste local, mas de forma precária e desorganizada. 
Inserido na Estrutura Ecológica Municipal, este parque urbano concilia a produção hortícola com atividades de recreio, Com cerca de 3,3 hectares de horta, o parque hortícola é constituído por 224 talhões para a prática de agricultura urbana, casas de arrumos e acesso a água adequada à rega de produtos hortícolas. 
Atualmente, o parque urbano tem para oferecer zonas de recreio para os mais novos, nomeadamente um Skate Parque, com o objetivo de incentivar a prática destas modalidades radicais, fomentar o espírito desportivo e a ocupação saudável dos tempos livres, e promover a imagem do Skate, Bmx e Inline. Com cerca de 2000 m2, este equipamento tem as condições necessárias para a realização de competições nacionais e internacionais.
No Parque também é possível usufruir de áreas de equipamento infantil e de recreio, equipadas com um quiosque de ramo alimentar e casas de banho públicas de apoio a todo o parque. 
A ponte ciclopedonal sobre a Avenida Central de Chelas permite uma ligação fluida sobre a Avenida Santo Condestável ao Parque Urbano do Vale Fundão.  

Área: 13 ha

Equipamentos: Parque Hortícola; Skate Parque; Equipamento infantil; Quiosque; Casas de banho

Horário: 24 Horas
",DMEVAE,1,87b05b8e-b250-4f4e-b19d-1ec12e2461aa
-9.14405535406479,38.7301627205188,20,4403702001,5,Jardim Henrique Lopes de Mendonça,Praça José Fontana,,,,,"Situado em frente ao Liceu Camões, este jardim foi assim denominado em homenagem ao escritor, poeta e dramaturgo autor da letra do Hino Nacional 'A Portuguesa'.Foi aqui erguido um monumento, executado pelo Eng.º Vasco Lopes de Mendonça, segundo estudo do Arq. Raul Lino, inaugurado em 1970.

Área: 0,47 ha
Equipamentos: Quiosque com esplanada; Estatuária; Bebedouro; Lago; Coreto
Horário: 24 horas",-,1,080031c5-6b30-4f65-a55c-cf2117f91957
-9.1562567474625,38.722082174121,21,4601107001,5,Jardim das Amoreiras (Jardim Marcelino de Mesquita),"Praça das Amoreiras
",,,,,"O nome deste jardim é uma homenagem ao dramaturgo, poeta e escritor do mesmo nome. Foi idealizado e inaugurado em 1759 pelo Marquês de Pombal com plantação de amoreiras, tendo como objetivo estimular a Indústria Portuguesa de Sedas, que se desenvolvia, em parte, na fábrica existente à volta da praça. Neste pequeno jardim podemos apreciar várias espécies de árvores diferentes, com destaque para belos exemplares de tílias e um bonito conjunto de ginkgos, entre outras. Este espaço encontra-se rodeado por habitações setecentistas, que se destinavam na maioria ao alojamento dos fabricantes de seda; pelo Museu Arpad Szènes-Vieira da Silva (na restaurada fábrica de sedas), em homenagem à pintora portuguesa contemporânea Maria Helena Vieira da Silva e ao marido, o pintor húngaro Arpad Szénes; por belos painéis decorativos na Rua das Amoreiras; pela Mãe d'Água das Amoreiras e pela ermida de Nossa Senhora de Monserrate.

Área: 0,6 ha
Equipamentos: Parque Infantil; Quiosque com esplanada
Horário: 24 horas",-,1,0a89253e-b0d9-4525-8dfb-67685d02d272
-9.14907942393805,38.7183381276013,22,4600702050,5,Jardim Botânico - Museu Nacional de História Natural e da Ciência,"Rua da Escola Politécnica, 58
",   ,,   ,,"Foi plantado no séc. XIX, na antiga cerca do Colégio Real dos Nobres, para apoiar o ensino da Botânica e Princípios de Agricultura. Está integrado no Museu Nacional de História Natural da Universidade de Lisboa e constitui um valioso mostruário de plantas, com uma importante reserva de espécies exóticas devidamente identificadas. De destacar uma das maiores coleções de cicas do país, plantas ancestrais do tempo dos grandes dinossauros, os conjuntos de palmeiras, de figueiras e a coleção de catos e plantas carnosas. Trata-se de um espaço densamente arborizado, onde podemos encontrar lagos, pontes e estátuas. Visitas guiadas com marcação prévia.

Área: 5,6 ha
Equipamentos: Lagos; Estatuária

Horário: 
Abril - Outubro: das 09h00 às 20h00
Novembro - Março: das 09h00 às 18h00

",-,0,a10e86aa-92cb-4027-a37b-dff5dcfae3ed
-9.20029501933264,38.6966120375974,23,3202806001,5,Jardim Afonso de Albuquerque,"Praça Afonso de Albuquerque
",    ,,  ,  ,"Trata-se do jardim fronteiro ao Palácio Nacional de Belém, residência oficial do Presidente da República Portuguesa. No centro deste jardim encontramos o monumento em homenagem a Afonso de Albuquerque, Governador da Índia Portuguesa entre 1507 e 1515, cuja estátua é da autoria do escultor Costa Mota e a base neomanuelina do arquiteto Silva Pinto. Por ocasião da ""Exposição do Mundo Português"", em 1940, foram feitas obras na praça ficando com a presente configuração e traçado enquadrando as quatro fontes da autoria do escultor Barata Feyo.

Área: 1,4 ha

",-,1,4bb73615-3da4-43e4-b38f-32a5ce1ceae9
-9.14527096778199,38.7178658175389,24,4501206001,5,Jardim Alfredo Keil / Jardim da Praça da Alegria,"Praça da Alegria
",,,,,"Pequeno jardim romântico, foi plantado em 1882 no local onde, entre 1809 e 1835, se realizava a Feira da Ladra. Em 1882 este espaço (junto ao então Passeio Público), não passava de uma pequena praça semi-abandonada, atravessada na colina, ideal para receber um pequeno jardim à maneira romântica. Também denominado Jardim da Praça da Alegria, deve o seu nome ao pintor e compositor Alfredo Keil, autor da música do hino nacional, cujo busto se encontra representado numa escultura de Teixeira Lopes. Também podemos encontrar várias árvores classificadas de interesse público.

Área: 0,5 ha
Equipamentos: Lago; estatuária
Horário: 24 h
",-,1,11d42fa8-01fc-40b7-a45f-4f126ec69e7e
-9.15082745385279,38.7784028955383,25,1301213100,5,Jardim Maria da Luz Ponces de Carvalho ,Avenida Nuno Krus Abecassis,,,,,"A Câmara Municipal de Lisboa homenageou Maria da Luz de Deus Ramos Ponces de Carvalho com a atribuição do seu nome a um jardim na Alta de Lisboa. Nascida em Lisboa, em 1918, neta do poeta João de Deus e filha do pedagogo João de Deus Ramos, foi a principal continuadora da sua obra. Trabalho meritório em constante defesa dos direitos da criança e em prol da educação em Portugal, faleceu a 8 de Dezembro de 1999.

Área: 0,37 ha
Horário: 24 horas",-,1,f2d0431c-9bfb-442a-9b6d-9b6dedca9a8c
-9.13724612241454,38.7405523086922,26,4302602001,5,Jardim da Praça de Londres,Praça de Londres,,,,,"Jardim situado em zona comercial perto da Av. Guerra Junqueiro, de pequenas dimensões, com abundante vegetação. No extremo Sul do jardim existe uma estátua homenageando Guerra Junqueiro, do escultor Lagoa Henriques. Foi, recentemente, alvo de obras de requalificação.

Área: 0,2 ha
Horário: 24 h",-,1,b52e28a8-a812-40e8-aa7b-72a317f79787
-9.18807987811782,38.7030348428,27,0202901100,5,Jardim do Palácio Valle Flor,"Calçada de Santo Amaro
Rua Jau",,,,,"Construído nos finais do séc. XIX, o Palácio Valle Flor e os respetivos jardins foram em 1997 classificados como Monumento Nacional. Atualmente no Palácio encontra-se instalado um Hotel. Os jardins, delimitados por muros de cantaria, são um refúgio no bulício da cidade. 

Equipamentos: Pavilhão em estilo oriental; Estatuária",-,0,34e6a1a8-3008-4247-99c6-8c94d34a2ba6
-9.16185415538774,38.7673037683832,28,180170,5,Praça Rainha Santa,Praça Rainha Santa,,,,,"Pequeno jardim de bairro muito frequentado pelos moradores da zona.

Área: 0,15 ha
Equipamentos: Parque Infantil; Mesas
Horário: 24 horas",-,1,5277cde9-57b5-4f52-90f0-ef03fc910882
-9.12065088840085,38.7697374257038,29,331080,5,Parque Urbano dos Olivais,Rua da Portela,,,,,"Num antigo terreno municipal, outrora utilizado como viveiro para produção de árvores e arbustos, foi transformado no Parque Urbano dos Olivais e aberto ao público. O novo parque urbano possui uma área de hortas urbanas, dividida em cerca de 30 talhões. Com percursos de sombra, bancos para descanso e zonas de lazer para crianças, o novo espaço possui também um circuito de manutenção que é a continuação do existente no Parque do Vale do Silêncio.
 
Área: 3,7ha
Equipamentos: Parque hortícola

Horário: 24 horas",-,1,93cddacc-107a-48a2-b5b0-bcda85b7b0a2
-9.13370532199236,38.713206734141,30,1200101001,5,Jardim do Castelo de São Jorge,"Castelo de São Jorge
",,,,www.castelodesaojorge.pt,"Situa-se dentro das muralhas do castelo, muito frequentado pelos turistas, que aqui desfrutam também, da maravilhosa vista sobre o Tejo. Possui zonas relvadas e 21 espécies de árvores, das quais se destacam os sobreiros, alfarrobeiras, pinheiros-mansos, figueiras e oliveiras, para além de um exemplar único de azereiro. Destaque para um miradouro com vista panorâmica sobre a cidade de Lisboa.

Horário: 
Março - Outubro: das 09h00 às 21h00
Novembro- Fevereiro: das 09h00 às 18h00",-,1,d8e01449-c0c9-40b4-9a72-e840736598cf
-9.15583166197509,38.7535012839317,31,0902008006,5,Jardim da Alameda da Cidade Universitária,Alameda da Universidade,,,,,"O topónimo Alameda da Universidade foi atribuído por edital em 31 de Março de 1970 à alameda principal da Cidade Universitária, situada entre o Campo Grande e o edifício da Reitoria. Este espaço relvado é o palco das cerimónias de Bênção das Fitas em Lisboa.

Área: 2 ha
Horário: 24h


",-,1,b11617e3-b6fe-477b-8e7b-ee3eb401d48c
-9.1320461713918,38.7173000600364,32,90131,5,Jardim da Cerca da Graça,"Rua Damasceno Monteiro; Miradouro Sophia Mello Breyner Andresen
Caracol da Graça; Calçada do Monte",,,,,"Com uma área de 1,7 hectares, o Jardim da Cerca da Graça é o maior espaço verde de acesso público da zona histórica. É um espaço verde que se situa no interior da cerca do antigo convento da Graça, edifício atualmente ocupado pela Guarda Nacional Republicana. O jardim resulta da requalificação de uma parte da cerca e respetiva abertura ao público, tendo também uma função de atravessamento, com novas ligações entre os bairros da Graça e da Mouraria, já que dispõe de três entradas principais: uma junto ao Convento da Graça, outra na Calçada do Monte, a meio da encosta, e por fim uma na Mouraria, na zona das Olarias (um pouco acima do novo Centro de Inovação da Mouraria / Quarteirão dos Lagares).

O jardim possui três miradouros, um relvado central, um parque de merendas e um pomar. Está ainda dotado com um quiosque com esplanada e um parque infantil.

Área: 1,7 ha",-,0,89d76e09-c7ac-461b-8ac6-c83f0f81f779
-9.16653214839947,38.7153247403646,33,908310898,9083,Largo da Igreja de Santo Condestável,"Rua Francisco Metrass
",,,,,"Espaço ajardinado em frente à Igreja de Santo Condestável, inaugurada em 1951.

Área: 0,82 ha
Equipamentos: Mesas
Horário: 24 horas
",-,1,cfebbf94-8e99-4bec-aba6-f5df5a2e9e10
-9.12308254792491,38.7674782233653,34,908310893,9083,Jardim Maria de Lourdes Sá Teixeira,Rua Cidade da Beira,,,,,"Situado na zona norte dos Olivais, não muito longe do aeroporto da Portela, nasce agora o jardim Maria de Lourdes Sá Teixeira que recebe o nome daquela que foi a primeira aviadora portuguesa. Maria de Lourdes Sá Teixeira nasceu em 1907, teve de vencer primeiro a resistência no seio da própria família e posteriormente as da sociedade da época para ser admitida como aluna civil na Escola de Aviação Militar em 1925. Em 1928, com 21 anos de idade torna-se na primeira mulher aviadora portuguesa. 

Área: 0,65ha
Equipamentos: Equipamento de fitness
Horário: 24 horas
",-,1,3b0789a3-3450-4ae3-a2b8-50301c566279
-9.14662940105296,38.7544244472292,35,90834523,9083,Rua Eugénio de Castro,Rua Eugénio de Castro,,,,,"Pequeno Jardim de bairro localizado no Bairro de Alvalade circundado pela Av. da Igreja, Campo Grande e Av. de Roma, junto da escola básica nº 33.

Área: 0,18 ha
Equipamentos: Equipamento fitness
Horário: 24 horas",-,1,806044f0-c3c3-4525-9421-9e1ef21f8563
-9.20464098154063,38.7483299484703,36,0808506001,5,Parque Silva Porto / Mata de Benfica,"Alameda Padre Álvaro Proença
Rua Doutor José Alberto de Faria",,,,,"O Parque Silva Porto, vulgarmente conhecido por Mata de Benfica, foi inaugurado em 23 de Julho de 1911, mas só em 1918 adquiriu a atual toponímia. 
Trata-se de uma antiga parcela da Quinta da Feiteira onde, em 1880, João Carlos Ulrich mandou plantar uma zona de bosque para embelezar o seu palácio. Passados uns anos, a propriedade passou para a posse de César José Figueiredo que, em 1911, doou a parcela arborizada à Câmara Municipal de Lisboa, com a condição de que passasse a logradouro público, de acesso livre a todos os cidadãos. 
Nos anos seguintes foi palco de notáveis festejos, luminárias, bailes e concertos, patrocinados pela Câmara Municipal de Lisboa, com entrada livre, para deleite de todos quantos ali se deslocaram para se divertir ou simplesmente sentir a paz e a harmonia interior a que o parque convida.
No maciço arbóreo podemos observar, entre outras espécies, o cedro-do-Buçaco (Cupressus lusitânica), o eucalipto (Eucaliptus sp.), o pitosporo (Pittosporum undulatum), além de espécies autóctones, como o sobreiro (Quercus suber), o carvalho-cerquinho (Quercus faginea) ou o pinheiro-manso (Pinus pinea).
No parque, pode ainda contemplar o busto do pintor Silva Porto, esculpido em pedra, criado pelo escultor Costa Motta (sobrinho).
Em 1950, no centenário do nascimento do pintor, a Sociedade de Belas Artes, juntou ao monumento uma palma de bronze.

Área: 4,11 ha
Equipamento: bar com esplanada, parque infantil, parque de merendas, sanitários públicos, lago.

Horário:
Abril a setembro: 7h00 às 19h00
Outubro a março: 8h00 às 18h00",-,0,4f424dcc-85a4-40cb-8bc4-ed29f6cafdf8
-9.18735520538151,38.7571977330081,37,1101601100,5,Jardim Bento Martins,Rua Ana de Castro Osório,,,,,"Jardim de residência, localizado na Quinta da Luz. A Câmara Municipal de Lisboa, através de uma proposta da Junta de Freguesia de Carnide, prestou homenagem à memória de António Bento Martins, grande amante do Teatro de Amadores, fundador do Grupo de Teatro de Carnide em 1959.

Área: 0,3 ha
Equipamentos: Parque infantil
Horário: 24 horas
",-,1,dee32c16-f56a-4973-bd75-a0adeb226cc4
-9.12831898222626,38.7559406000927,38,2105601001,5,Parque da Bela Vista,"Av. Almirante Gago Coutinho / Rua José Régio
",,,,,"O Parque da Bela Vista, enorme mancha verde nesta zona da Cidade, oferece grandes zonas arborizadas de prado e de relvado, recortadas por uma rede de caminhos. As zonas altas são miradouros que possibilitam uma ampla vista sobre a cidade e o Tejo. As espécies vegetais presentes no Parque da Bela Vista refletem a existência de antigas quintas no local. De realçar, ainda, a existência de uma avifauna muito diversificada. 
É neste Parque que tem sido realizado o ""Rock in Rio Lisboa"".

Área: 85 ha
Equipamentos: parque de merendas; polidesportivo; balneários; pérgula; nora; campo de golfe; parque infantil; lago artificial; circuito de manutenção; equipamentos de fitness
",-,1,4fedb7cf-7312-4ed1-9f85-fbf61bcf3cc5
-9.09800529792936,38.7602677833582,39,3308523100,5,Jardim do Cabeço das Rolas - Parque das Nações,Alameda dos Oceanos,,,,,"Devendo o seu nome às rotas migratórias das rolas e à sua passagem por este local, esta elevação natural onde existiram tanques de petrolíferas, foi transformada em jardim para a Exposição Mundial de Lisboa de 1998 (Expo 98). O projeto, da autoria do Arq. Ribeiro Telles, evoca as pirâmides das tribos pré-colombianas pelas suas muralhas de tijolo avermelhado que suportam as áreas ajardinadas. Se a escolha do tijolo pretende evocar a memória da anterior ocupação industrial do local, as espécies vegetais foram selecionadas em função da tradição de quintas e olivais outrora existentes na zona. Localizado sobre a maior elevação existente no Parque das Nações, é um lugar saliente da paisagem, definido com várias plataformas relvadas e proporcionando passeios aprazíveis e uma vista abrangente do Parque das Nações.

Horário: 
. Inverno: 09h00-18h00 
. Verão: 09h00-20h00",-,1,e3bf27be-f150-4cba-86fd-8c83c8b07ed5
-9.12402838678247,38.7386110920458,40,0703104001,5,Jardim Tristão da Silva,Rua Professor Mira Fernandes,,,,,"Jardim nomeado em homenagem ao fadista (1927 - 1978) de estilo romântico e voz grave, autor de grandes êxitos como ""Nem às Paredes Confesso"" e ¿Maria Morena¿, ou ainda ¿Da Janela do Meu Quarto¿, ¿Aquela Janela Virada P¿ró Mar¿ e ¿Calçada da Glória¿.

Área: 0.3 ha
Horário: 24 horas",-,1,4c296661-8823-4224-bb1e-145fd450dedf
